	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
460182	USA/TX-DSHS-2614/2021	EPI_ISL_983604	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460183	USA/TX-DSHS-2615/2021	EPI_ISL_983601	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460185	USA/TX-DSHS-2617/2021	EPI_ISL_983600	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460187	USA/TX-DSHS-2619/2021	EPI_ISL_983602	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460188	USA/TX-DSHS-2620/2021	EPI_ISL_983598	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460189	USA/TX-DSHS-2621/2021	EPI_ISL_983588	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
460218	USA/TX-HHD-2101114789/2020	EPI_ISL_940796	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460219	USA/TX-HHD-2101114803/2020	EPI_ISL_940804	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460305	USA/TX-HHD-2102016389/2020	EPI_ISL_935731	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460315	USA/TX-HHD-2102016758/2020	EPI_ISL_935741	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460317	USA/TX-HHD-2102017448/2020	EPI_ISL_935743	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460320	USA/TX-HHD-2102017498/2020	EPI_ISL_935746	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460321	USA/TX-HHD-2102017531/2020	EPI_ISL_935747	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460377	USA/TX-HHD-2102046921/2021	EPI_ISL_942913	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460378	USA/TX-HHD-2102046923/2021	EPI_ISL_942900	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460380	USA/TX-HHD-2102046959/2021	EPI_ISL_942915	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460383	USA/TX-HHD-2102094349/2021	EPI_ISL_979381	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460386	USA/TX-HHD-2102094407/2021	EPI_ISL_979384	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460389	USA/TX-HHD-2102094449/2021	EPI_ISL_979387	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460409	USA/TX-HHD-2102096512/2021	EPI_ISL_979407	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460410	USA/TX-HHD-2102096517/2021	EPI_ISL_979408	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
460411	USA/TX-HHD-2102096521/2021	EPI_ISL_979409	Houston Health Dept.	Houston Health Dept.	Ryker Penn et al
462539	USA/TX-HMH-4553/2020	EPI_ISL_543713	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
465209	USA/TX-HMH-MCoV-10059/2020	EPI_ISL_789309	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
465250	USA/TX-HMH-MCoV-10133/2020	EPI_ISL_789333	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
465659	USA/TX-HMH-MCoV-10821/2020	EPI_ISL_789215	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
467789	USA/TX-HMH-MCoV-14061/2020	EPI_ISL_787348	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
467887	USA/TX-HMH-MCoV-14161/2020	EPI_ISL_787446	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
468204	USA/TX-HMH-MCoV-14478/2020	EPI_ISL_787763	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
468360	USA/TX-HMH-MCoV-14634/2020	EPI_ISL_787919	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
468523	USA/TX-HMH-MCoV-14797/2020	EPI_ISL_786282	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
468556	USA/TX-HMH-MCoV-14831/2020	EPI_ISL_786315	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
468802	USA/TX-HMH-MCoV-15077/2020	EPI_ISL_786561	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469179	USA/TX-HMH-MCoV-15454/2020	EPI_ISL_786938	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469324	USA/TX-HMH-MCoV-15599/2020	EPI_ISL_787083	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469393	USA/TX-HMH-MCoV-15668/2020	EPI_ISL_785352	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469720	USA/TX-HMH-MCoV-15995/2020	EPI_ISL_785679	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469774	USA/TX-HMH-MCoV-16049/2020	EPI_ISL_785733	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469829	USA/TX-HMH-MCoV-16104/2020	EPI_ISL_785788	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469838	USA/TX-HMH-MCoV-16113/2020	EPI_ISL_785797	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469864	USA/TX-HMH-MCoV-16139/2020	EPI_ISL_785823	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469874	USA/TX-HMH-MCoV-16149/2020	EPI_ISL_785833	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
469911	USA/TX-HMH-MCoV-16186/2020	EPI_ISL_785870	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470083	USA/TX-HMH-MCoV-16358/2020	EPI_ISL_786042	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470138	USA/TX-HMH-MCoV-17949/2020	EPI_ISL_786097	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470265	USA/TX-HMH-MCoV-18076/2020	EPI_ISL_784424	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470293	USA/TX-HMH-MCoV-18104/2020	EPI_ISL_784452	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470316	USA/TX-HMH-MCoV-18127/2020	EPI_ISL_784475	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470426	USA/TX-HMH-MCoV-18237/2020	EPI_ISL_784585	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470470	USA/TX-HMH-MCoV-18281/2020	EPI_ISL_784629	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470479	USA/TX-HMH-MCoV-18290/2020	EPI_ISL_784638	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470520	USA/TX-HMH-MCoV-18331/2020	EPI_ISL_784679	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470539	USA/TX-HMH-MCoV-18350/2020	EPI_ISL_784698	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470553	USA/TX-HMH-MCoV-18364/2020	EPI_ISL_784712	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470625	USA/TX-HMH-MCoV-18436/2020	EPI_ISL_784784	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470716	USA/TX-HMH-MCoV-18527/2020	EPI_ISL_784875	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470731	USA/TX-HMH-MCoV-18542/2020	EPI_ISL_784890	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470732	USA/TX-HMH-MCoV-18543/2020	EPI_ISL_784891	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470756	USA/TX-HMH-MCoV-18567/2020	EPI_ISL_784915	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470764	USA/TX-HMH-MCoV-18575/2020	EPI_ISL_784923	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470781	USA/TX-HMH-MCoV-18592/2020	EPI_ISL_784940	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470800	USA/TX-HMH-MCoV-18611/2020	EPI_ISL_784959	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470876	USA/TX-HMH-MCoV-18687/2020	EPI_ISL_785035	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
470968	USA/TX-HMH-MCoV-18800/2020	EPI_ISL_785127	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471037	USA/TX-HMH-MCoV-18885/2020	EPI_ISL_785196	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471065	USA/TX-HMH-MCoV-18926/2020	EPI_ISL_785224	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471072	USA/TX-HMH-MCoV-18935/2020	EPI_ISL_785231	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471108	USA/TX-HMH-MCoV-18986/2020	EPI_ISL_785267	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471117	USA/TX-HMH-MCoV-19003/2020	EPI_ISL_785276	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471122	USA/TX-HMH-MCoV-19011/2020	EPI_ISL_785281	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471175	USA/TX-HMH-MCoV-19108/2020	EPI_ISL_783629	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471176	USA/TX-HMH-MCoV-19109/2020	EPI_ISL_783630	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471237	USA/TX-HMH-MCoV-19204/2020	EPI_ISL_783689	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471239	USA/TX-HMH-MCoV-19206/2020	EPI_ISL_783691	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471259	USA/TX-HMH-MCoV-19238/2020	EPI_ISL_783710	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471287	USA/TX-HMH-MCoV-19280/2020	EPI_ISL_783738	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471298	USA/TX-HMH-MCoV-19299/2020	EPI_ISL_783747	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471303	USA/TX-HMH-MCoV-19308/2020	EPI_ISL_783752	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471305	USA/TX-HMH-MCoV-19312/2020	EPI_ISL_783754	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471341	USA/TX-HMH-MCoV-19359/2020	EPI_ISL_783790	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471369	USA/TX-HMH-MCoV-19399/2020	EPI_ISL_783818	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471374	USA/TX-HMH-MCoV-19409/2020	EPI_ISL_783823	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471380	USA/TX-HMH-MCoV-19418/2020	EPI_ISL_783829	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471395	USA/TX-HMH-MCoV-19444/2020	EPI_ISL_783843	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471451	USA/TX-HMH-MCoV-19518/2020	EPI_ISL_783543	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471471	USA/TX-HMH-MCoV-19541/2020	EPI_ISL_783916	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471554	USA/TX-HMH-MCoV-19631/2020	EPI_ISL_783996	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471555	USA/TX-HMH-MCoV-19633/2020	EPI_ISL_783997	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471624	USA/TX-HMH-MCoV-19712/2020	EPI_ISL_784063	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471634	USA/TX-HMH-MCoV-19723/2020	EPI_ISL_784073	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471650	USA/TX-HMH-MCoV-19743/2020	EPI_ISL_784088	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471652	USA/TX-HMH-MCoV-19745/2020	EPI_ISL_784090	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471660	USA/TX-HMH-MCoV-19753/2020	EPI_ISL_784097	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471663	USA/TX-HMH-MCoV-19756/2020	EPI_ISL_784099	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
471741	USA/TX-HMH-MCoV-19850/2020	EPI_ISL_784172	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
472867	USA/TX-HMH-MCoV-9724/2020	EPI_ISL_780243	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
473253	USA/TX-HMH0412/2020	EPI_ISL_434997	Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
473401	USA/TX-QDX-3096/2021	EPI_ISL_855173	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
473411	USA/TX-QDX-3257/2021	EPI_ISL_855183	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
473519	USA/TX-USAFSAM-S0142/2021	EPI_ISL_982721	US Air Force School of Aerospace Medicine	US Air Force School of Aerospace Medicine	Anthony Fries et al
473524	USA/TX-USAFSAM-S0178/2021	EPI_ISL_982598	US Air Force School of Aerospace Medicine	US Air Force School of Aerospace Medicine	Anthony Fries et al
474119	USA/UT-0290/2020	EPI_ISL_420810	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
474127	USA/UT-0291/2020	EPI_ISL_420811	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
475008	USA/UT-CDC-2-3766723/2020	EPI_ISL_903598	UT-Unified State Labs: Public Health Utah DOH	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
475050	USA/UT-CDC-STM-000007235/2021	EPI_ISL_978588	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
475342	USA/UT-UPHL-01379/2020	EPI_ISL_575044	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
475800	USA/UT-UPHL-2008837/2020	EPI_ISL_524856	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
477219	USA/UT-UPHL-2012133611/2020	EPI_ISL_746842	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
477284	USA/UT-UPHL-2012174571/2020	EPI_ISL_746430	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
477822	USA/UT-UPHL-2012566639/2020	EPI_ISL_746850	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
477993	USA/UT-UPHL-2012704031/2020	EPI_ISL_746460	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
478065	USA/UT-UPHL-2012768126/2020	EPI_ISL_746466	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
478451	USA/UT-UPHL-2101110381/2021	EPI_ISL_943955	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478476	USA/UT-UPHL-2101131197/2020	EPI_ISL_849249	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478483	USA/UT-UPHL-2101138342/2020	EPI_ISL_849255	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478513	USA/UT-UPHL-2101168810/2020	EPI_ISL_943730	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478514	USA/UT-UPHL-2101169164/2021	EPI_ISL_937360	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478524	USA/UT-UPHL-2101179885/2021	EPI_ISL_849915	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478529	USA/UT-UPHL-2101186776/2021	EPI_ISL_943914	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478583	USA/UT-UPHL-2101243980/2020	EPI_ISL_937341	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478741	USA/UT-UPHL-2101396984/2020	EPI_ISL_849258	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478871	USA/UT-UPHL-2101502165/2020	EPI_ISL_856846	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478911	USA/UT-UPHL-2101537825/2020	EPI_ISL_802926	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
478973	USA/UT-UPHL-2101604432/2020	EPI_ISL_937338	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478976	USA/UT-UPHL-2101610661/2021	EPI_ISL_943913	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
478991	USA/UT-UPHL-2101627706/2020	EPI_ISL_849277	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479080	USA/UT-UPHL-2101725308/2021	EPI_ISL_943829	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479161	USA/UT-UPHL-2101809456/2021	EPI_ISL_943894	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479187	USA/UT-UPHL-2101840920/2020	EPI_ISL_849213	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479218	USA/UT-UPHL-2101868759/2021	EPI_ISL_937364	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479222	USA/UT-UPHL-2101874826/2020	EPI_ISL_849233	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479335	USA/UT-UPHL-2102003131/2020	EPI_ISL_931540	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479347	USA/UT-UPHL-2102050194/2020	EPI_ISL_983408	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479360	USA/UT-UPHL-2102109293/2020	EPI_ISL_930743	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479374	USA/UT-UPHL-2102183902/2020	EPI_ISL_931563	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479467	USA/UT-UPHL-2102558773/2020	EPI_ISL_930665	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479506	USA/UT-UPHL-2102740033/2020	EPI_ISL_930768	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
479567	USA/UT-UW-3134/2021	EPI_ISL_960398	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Gage Moreno et al
479578	USA/VA-CDC-2-3714379/2020	EPI_ISL_751588	VA-Division of Consolidated Laboratory Services	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
479617	USA/VA-CDC-LC00000670/2020	EPI_ISL_888495	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
479639	USA/VA-CDC-LC00002676/2021	EPI_ISL_888238	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
479666	USA/VA-CDC-STM-000001602/2021	EPI_ISL_967240	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
480678	USA/VA-DCLS-1392/2020	EPI_ISL_572234	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
481223	USA/VA-DCLS-2235/2020	EPI_ISL_734215	Virginia Division of Consolidated Laboratory Services (DCLS)	Virginia Division of Consolidated Laboratory Services (DCLS)	Virginia DCLS et al
481227	USA/VA-DCLS-2239/2020	EPI_ISL_734219	Virginia Division of Consolidated Laboratory Services (DCLS)	Virginia Division of Consolidated Laboratory Services (DCLS)	Virginia DCLS et al
481294	USA/VA-DCLS-2342/2020	EPI_ISL_925182	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
481398	USA/VA-DCLS-2501/2020	EPI_ISL_942399	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
481443	USA/VA-DCLS-2572/2020	EPI_ISL_941907	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
481585	USA/VA-DCLS-2893/2021	EPI_ISL_965200	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481586	USA/VA-DCLS-2896/2021	EPI_ISL_965191	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481612	USA/VA-DCLS-2947/2020	EPI_ISL_978196	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481613	USA/VA-DCLS-2948/2020	EPI_ISL_978197	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481628	USA/VA-DCLS-3132/2021	EPI_ISL_978219	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481635	USA/VA-DCLS-3147/2021	EPI_ISL_978226	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
481749	USA/VT-MASPHL-01762/2021	EPI_ISL_965862	Massachusetts State Public Health Laboratory	Massachusetts State Public Health Laboratory	Andrew Lang et al
481750	USA/VT-MASPHL-01763/2021	EPI_ISL_965861	Massachusetts State Public Health Laboratory	Massachusetts State Public Health Laboratory	Andrew Lang et al
481807	USA/WA-CDC-LC00002463/2021	EPI_ISL_888007	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
481968	USA/WA-OHSU-9283/2021	EPI_ISL_905980	OHSU Lab Services Molecular Microbiology Lab	Oregon SARS-CoV-2 Genome Sequencing Center	Brendan L. O'Connell et al
483577	USA/WA-S2399/2020	EPI_ISL_497031	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483598	USA/WA-S2417/2020	EPI_ISL_497049	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483599	USA/WA-S2418/2020	EPI_ISL_497050	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483606	USA/WA-S2424/2020	EPI_ISL_497056	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483637	USA/WA-S2452/2020	EPI_ISL_497084	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483686	USA/WA-S2497/2020	EPI_ISL_497129	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483691	USA/WA-S2500/2020	EPI_ISL_497132	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483757	USA/WA-S2560/2020	EPI_ISL_497192	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483792	USA/WA-S2592/2020	EPI_ISL_497224	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
483872	USA/WA-S2664/2020	EPI_ISL_497296	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
484329	USA/WA-S3076/2020	EPI_ISL_807006	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
484501	USA/WA-S3248/2020	EPI_ISL_849597	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484822	USA/WA-S3539/2021	EPI_ISL_890965	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484841	USA/WA-S3556/2021	EPI_ISL_890982	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484850	USA/WA-S3564/2021	EPI_ISL_890990	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484913	USA/WA-S3620/2020	EPI_ISL_891046	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
484914	USA/WA-S3621/2020	EPI_ISL_891047	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
484944	USA/WA-S3649/2021	EPI_ISL_891075	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484948	USA/WA-S3653/2021	EPI_ISL_891079	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484954	USA/WA-S3659/2021	EPI_ISL_891085	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484957	USA/WA-S3662/2021	EPI_ISL_891088	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
484996	USA/WA-S3699/2021	EPI_ISL_891125	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485008	USA/WA-S3709/2021	EPI_ISL_891135	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485019	USA/WA-S3719/2020	EPI_ISL_903005	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485054	USA/WA-S3750/2020	EPI_ISL_903036	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485069	USA/WA-S3764/2020	EPI_ISL_903050	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485085	USA/WA-S3779/2021	EPI_ISL_903065	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485150	USA/WA-S3837/2021	EPI_ISL_903123	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485202	USA/WA-S3884/2021	EPI_ISL_903170	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485203	USA/WA-S3885/2021	EPI_ISL_903171	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485233	USA/WA-S3911/2021	EPI_ISL_903197	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485239	USA/WA-S3917/2021	EPI_ISL_903203	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485244	USA/WA-S3921/2021	EPI_ISL_903207	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
485250	USA/WA-S3927/2021	EPI_ISL_911973	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485271	USA/WA-S3946/2021	EPI_ISL_911992	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485280	USA/WA-S3954/2021	EPI_ISL_912000	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485283	USA/WA-S3957/2021	EPI_ISL_912003	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485291	USA/WA-S3964/2021	EPI_ISL_912010	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson et al
485318	USA/WA-S3989/2021	EPI_ISL_912035	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485377	USA/WA-S4040/2021	EPI_ISL_912086	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485378	USA/WA-S4041/2021	EPI_ISL_912087	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485379	USA/WA-S4042/2021	EPI_ISL_912088	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485380	USA/WA-S4043/2021	EPI_ISL_912089	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
485382	USA/WA-S4045/2021	EPI_ISL_912091	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson et al
