	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
279098	Germany/NW-HHU-115/2020	EPI_ISL_539592	ZOTZ KLIMAS MVZ Düsseldorf-Centrum GbR ÜBAG für Labormedizin, Genetik, Zytologie, Pathologie	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
279259	Germany/NW-HHU-261/2020	EPI_ISL_631349	ZOTZ KLIMAS MVZ Düsseldorf-Centrum GbR ÜBAG für Labormedizin, Genetik, Zytologie, Pathologie	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
279265	Germany/NW-HHU-267/2020	EPI_ISL_631355	ZOTZ KLIMAS MVZ Düsseldorf-Centrum GbR ÜBAG für Labormedizin, Genetik, Zytologie, Pathologie	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
279366	Germany/NW-HHU-359/2020	EPI_ISL_666646	ZOTZ KLIMAS MVZ Düsseldorf-Centrum GbR ÜBAG für Labormedizin, Genetik, Zytologie, Pathologie	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
279644	Germany/NW-HHU-92/2020	EPI_ISL_539608	ZOTZ KLIMAS MVZ Düsseldorf-Centrum GbR ÜBAG für Labormedizin, Genetik, Zytologie, Pathologie	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
280137	Germany/RP-ChVir22613/2021	EPI_ISL_909759	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
280608	Germany/SH-ChVir8587/2020	EPI_ISL_729588	A. Krumbholz, Labor Dr. Krause und Kollegen MVZ GmbH, Kiel	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
284379	Iceland/4163/2020	EPI_ISL_827857	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson et al
293915	Ireland/G-NVRL-72IRL10884/2020	EPI_ISL_528458	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294069	Ireland/KE-NVRL-75IRL25866/2020	EPI_ISL_671908	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294298	Ireland/LH-NVRL-75IRL19170/2020	EPI_ISL_671913	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294535	Ireland/MH-NVRL-76IRL32072/2020	EPI_ISL_732488	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294560	Ireland/MN-NVRL-20IRL50633/2020	EPI_ISL_639900	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294561	Ireland/MN-NVRL-20IRL50636/2020	EPI_ISL_639899	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294562	Ireland/MN-NVRL-20IRL50683/2020	EPI_ISL_639898	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294563	Ireland/MN-NVRL-20IRL51408/2020	EPI_ISL_639906	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294564	Ireland/MN-NVRL-20IRL51449/2020	EPI_ISL_639892	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294565	Ireland/MN-NVRL-20IRL51503/2020	EPI_ISL_639903	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294568	Ireland/MN-NVRL-20IRL82514/2020	EPI_ISL_639877	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294570	Ireland/MN-NVRL-20IRL82802/2020	EPI_ISL_639867	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
294588	Ireland/MN-NVRL-73IRL72912/2020	EPI_ISL_639831	National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
297552	Italy/APU-PODV-15934631/2020	EPI_ISL_788974	"Ospedale ""Di Venere"""	Beaconlab (Bioinformatics, Evolution and Comparative Genomics lab), Dept of Biosciences, University on Milan	Iacobellis M et al
297553	Italy/APU-PODV-15934636/2020	EPI_ISL_872021	"Ospedale ""Di Venere"""	Beaconlab (Bioinformatics, Evolution and Comparative Genomics lab), Dept of Biosciences, University on Milan	Iacobellis M et al
297790	Italy/CAM-CRGS-120/2020	EPI_ISL_935107	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato (Corresponding Author) et al
297794	Italy/CAM-CRGS-124/2020	EPI_ISL_882698	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato et al
297810	Italy/CAM-CRGS-139/2020	EPI_ISL_935118	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato (Corresponding Author) et al
297825	Italy/CAM-CRGS-152/2020	EPI_ISL_882710	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato et al
297835	Italy/CAM-CRGS-161/2020	EPI_ISL_882713	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato et al
297836	Italy/CAM-CRGS-162/2020	EPI_ISL_935129	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato (Corresponding Author) et al
297876	Italy/CAM-CRGS-199/2020	EPI_ISL_935146	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato (Corresponding Author) et al
297901	Italy/CAM-CRGS-221/2020	EPI_ISL_882737	1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato et al
298137	Italy/CAM-IZSM-119242/2020	EPI_ISL_738126	IZSM-U.O.C. Virologia	Istituto Zooprofilattico Sperimentale del Mezzogiorno	Maurizio Viscardi et al
298172	Italy/CAM-TIGEM-1030/2020	EPI_ISL_837270	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298219	Italy/CAM-TIGEM-113/2020	EPI_ISL_736851	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298243	Italy/CAM-TIGEM-1185/2020	EPI_ISL_837462	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298244	Italy/CAM-TIGEM-1186/2020	EPI_ISL_837459	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298263	Italy/CAM-TIGEM-1277/2020	EPI_ISL_837487	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298397	Italy/CAM-TIGEM-1468/2020	EPI_ISL_900576	IZSM	TIGEM	Patrizia Annunziata et al
298440	Italy/CAM-TIGEM-1544/2020	EPI_ISL_960653	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298452	Italy/CAM-TIGEM-1556/2020	EPI_ISL_960564	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298530	Italy/CAM-TIGEM-1646/2020	EPI_ISL_960449	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298734	Italy/CAM-TIGEM-259/2020	EPI_ISL_776940	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298773	Italy/CAM-TIGEM-307/2020	EPI_ISL_776981	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298791	Italy/CAM-TIGEM-338/2020	EPI_ISL_776973	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298793	Italy/CAM-TIGEM-341/2020	EPI_ISL_776974	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
298837	Italy/CAM-TIGEM-401/2020	EPI_ISL_778705	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
299091	Italy/CAM-TIGEM-975/2020	EPI_ISL_837300	Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Patrizia Annunziata et al
300197	Italy/VEN-IZSVe-20RS2273-21_TV/2020	EPI_ISL_977188	ULSS 2 Treviso	Istituto Zooprofilattico Sperimentale delle Venezie	Adelaide Milani et al
300239	Italy/VEN-IZSVe-20RS2307-26_VE/2020	EPI_ISL_977245	ULSS 03 Venezia	Istituto Zooprofilattico Sperimentale delle Venezie	Adelaide Milani et al
300399	Italy/VEN-UniVR-31/2020	EPI_ISL_751346	IRCCS Sacro Cuore Don Calabria Hospital, Department of Infectious, Tropical Diseases & Microbiology	University of Verona, Department of Biotechnology	Antonio Mori et al
326592	Netherlands/LI-EMC-198/2020	EPI_ISL_801485	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
326645	Netherlands/LI-EMC-262/2020	EPI_ISL_904485	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
326933	Netherlands/LI-MUMC-87/2020	EPI_ISL_965656	Dutch COVID-19 response team	Medical Microbiology, Maastricht University Medical Centre	Jozef Dingemans* et al
328016	Netherlands/NB-EMC-288/2020	EPI_ISL_577837	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328017	Netherlands/NB-EMC-289/2020	EPI_ISL_577838	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328018	Netherlands/NB-EMC-290/2020	EPI_ISL_577839	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328019	Netherlands/NB-EMC-291/2020	EPI_ISL_577840	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328020	Netherlands/NB-EMC-292/2020	EPI_ISL_577841	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328021	Netherlands/NB-EMC-293/2020	EPI_ISL_577842	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328722	Netherlands/NH-EMC-52/2020	EPI_ISL_577848	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328723	Netherlands/NH-EMC-53/2020	EPI_ISL_577849	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328724	Netherlands/NH-EMC-54/2020	EPI_ISL_577850	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328727	Netherlands/NH-EMC-57/2020	EPI_ISL_577853	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328728	Netherlands/NH-EMC-58/2020	EPI_ISL_577854	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328729	Netherlands/NH-EMC-59/2020	EPI_ISL_577855	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328738	Netherlands/NH-EMC-68/2020	EPI_ISL_577864	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
328739	Netherlands/NH-EMC-69/2020	EPI_ISL_577865	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330269	Netherlands/UT-EMC-80/2020	EPI_ISL_577896	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331873	Netherlands/ZH-EMC-475/2020	EPI_ISL_574787	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331875	Netherlands/ZH-EMC-477/2020	EPI_ISL_574789	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331900	Netherlands/ZH-EMC-503/2020	EPI_ISL_577932	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331902	Netherlands/ZH-EMC-505/2020	EPI_ISL_577934	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331960	Netherlands/ZH-EMC-564/2020	EPI_ISL_577992	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332260	Netherlands/ZH-EMC-870/2020	EPI_ISL_632753	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332272	Netherlands/ZH-EMC-883/2020	EPI_ISL_632762	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
335337	NorthernIreland/NIRE-108395/2020	EPI_ISL_585186	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335342	NorthernIreland/NIRE-108456/2020	EPI_ISL_585191	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335350	NorthernIreland/NIRE-10875D/2020	EPI_ISL_585199	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335356	NorthernIreland/NIRE-1087D5/2020	EPI_ISL_585205	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335370	NorthernIreland/NIRE-108939/2020	EPI_ISL_585219	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335374	NorthernIreland/NIRE-108993/2020	EPI_ISL_627518	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335389	NorthernIreland/NIRE-108AAF/2020	EPI_ISL_627532	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335403	NorthernIreland/NIRE-108BBB/2020	EPI_ISL_627158	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335409	NorthernIreland/NIRE-108C30/2020	EPI_ISL_627038	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335411	NorthernIreland/NIRE-108C5E/2020	EPI_ISL_627548	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335531	NorthernIreland/NIRE-232E27/2020	EPI_ISL_680226	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335534	NorthernIreland/NIRE-232E54/2020	EPI_ISL_680229	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335553	NorthernIreland/NIRE-23303F/2020	EPI_ISL_680248	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335554	NorthernIreland/NIRE-23306C/2020	EPI_ISL_680249	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335557	NorthernIreland/NIRE-2330A8/2020	EPI_ISL_680252	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335602	NorthernIreland/NIRE-233503/2020	EPI_ISL_680297	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335619	NorthernIreland/NIRE-233767/2020	EPI_ISL_680314	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335620	NorthernIreland/NIRE-233776/2020	EPI_ISL_680315	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335631	NorthernIreland/NIRE-233925/2020	EPI_ISL_680326	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335725	NorthernIreland/NIRE-234696/2020	EPI_ISL_680420	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
335839	NorthernIreland/NIRE-235589/2020	EPI_ISL_764444	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336874	NorthernIreland/QEUH-96A52A/2020	EPI_ISL_531533	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336926	NorthernIreland/QEUH-96B969/2020	EPI_ISL_531315	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336985	NorthernIreland/QEUH-96CC32/2020	EPI_ISL_530678	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
337091	NorthernIreland/QEUH-96F0BB/2020	EPI_ISL_530417	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
337151	NorthernIreland/QEUH-A31400/2020	EPI_ISL_842102	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
337550	Norway/3009/2020	EPI_ISL_549056	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337556	Norway/3016/2020	EPI_ISL_549120	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337557	Norway/3017/2020	EPI_ISL_549075	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337558	Norway/3018/2020	EPI_ISL_549060	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337561	Norway/3025/2020	EPI_ISL_549077	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337562	Norway/3026/2020	EPI_ISL_549121	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337563	Norway/3027/2020	EPI_ISL_549057	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337564	Norway/3028/2020	EPI_ISL_549061	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337565	Norway/3029/2020	EPI_ISL_549078	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337566	Norway/3030/2020	EPI_ISL_549058	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337567	Norway/3031/2020	EPI_ISL_549112	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337569	Norway/3033/2020	EPI_ISL_549079	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337570	Norway/3034/2020	EPI_ISL_549080	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337571	Norway/3053/2020	EPI_ISL_549082	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337651	Norway/3267/2020	EPI_ISL_590907	Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337655	Norway/3275/2020	EPI_ISL_590913	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337662	Norway/3293/2020	EPI_ISL_590878	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337663	Norway/3295/2020	EPI_ISL_590900	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337664	Norway/3326/2020	EPI_ISL_590879	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337678	Norway/3401/2020	EPI_ISL_590889	Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337679	Norway/3405/2020	EPI_ISL_590890	Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337682	Norway/3422/2020	EPI_ISL_590893	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337686	Norway/3431/2020	EPI_ISL_590896	Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337694	Norway/3541/2020	EPI_ISL_590930	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337696	Norway/3544/2020	EPI_ISL_590937	Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337723	Norway/3600/2020	EPI_ISL_590945	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337724	Norway/3601/2020	EPI_ISL_590932	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337727	Norway/3618/2020	EPI_ISL_635099	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337792	Norway/3906/2020	EPI_ISL_590983	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337794	Norway/3911/2020	EPI_ISL_668390	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337798	Norway/3918/2020	EPI_ISL_590984	Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337838	Norway/4050/2020	EPI_ISL_635097	Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337902	Norway/4535/2020	EPI_ISL_668406	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337926	Norway/4604/2020	EPI_ISL_708031	Innlandet Hospital Trust, Division Lillehammer, Department for Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
