	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
330192	Netherlands/UT-EMC-222/2020	EPI_ISL_722461	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330193	Netherlands/UT-EMC-223/2020	EPI_ISL_722462	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330194	Netherlands/UT-EMC-224/2020	EPI_ISL_722456	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330195	Netherlands/UT-EMC-225/2020	EPI_ISL_722457	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330196	Netherlands/UT-EMC-226/2020	EPI_ISL_722458	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330198	Netherlands/UT-EMC-228/2020	EPI_ISL_722460	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330213	Netherlands/UT-EMC-243/2020	EPI_ISL_801493	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330221	Netherlands/UT-EMC-256/2020	EPI_ISL_904188	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330223	Netherlands/UT-EMC-258/2020	EPI_ISL_904364	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330224	Netherlands/UT-EMC-259/2020	EPI_ISL_904365	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330225	Netherlands/UT-EMC-260/2020	EPI_ISL_904233	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330226	Netherlands/UT-EMC-261/2020	EPI_ISL_904362	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330227	Netherlands/UT-EMC-262/2020	EPI_ISL_904361	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330228	Netherlands/UT-EMC-263/2020	EPI_ISL_904363	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330230	Netherlands/UT-EMC-265/2021	EPI_ISL_904373	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330231	Netherlands/UT-EMC-266/2021	EPI_ISL_904566	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330232	Netherlands/UT-EMC-267/2021	EPI_ISL_904567	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330234	Netherlands/UT-EMC-269/2021	EPI_ISL_904568	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330235	Netherlands/UT-EMC-270/2021	EPI_ISL_904571	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330236	Netherlands/UT-EMC-271/2021	EPI_ISL_904575	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330237	Netherlands/UT-EMC-272/2021	EPI_ISL_904576	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330238	Netherlands/UT-EMC-273/2021	EPI_ISL_904582	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330239	Netherlands/UT-EMC-274/2021	EPI_ISL_904591	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330276	Netherlands/UT-EMC-87/2020	EPI_ISL_577903	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330282	Netherlands/UT-EMC-93/2020	EPI_ISL_632497	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
330294	Netherlands/UT-RIVM-10051/2021	EPI_ISL_905390	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330296	Netherlands/UT-RIVM-10053/2021	EPI_ISL_905392	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330318	Netherlands/UT-RIVM-10099/2021	EPI_ISL_905458	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330350	Netherlands/UT-RIVM-10160/2021	EPI_ISL_905587	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330364	Netherlands/UT-RIVM-10174/2021	EPI_ISL_905601	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330377	Netherlands/UT-RIVM-10208/2021	EPI_ISL_905640	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330378	Netherlands/UT-RIVM-10212/2021	EPI_ISL_905644	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330379	Netherlands/UT-RIVM-10213/2021	EPI_ISL_905645	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330380	Netherlands/UT-RIVM-10214/2021	EPI_ISL_905646	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330385	Netherlands/UT-RIVM-10232/2021	EPI_ISL_905684	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330388	Netherlands/UT-RIVM-10254/2021	EPI_ISL_905720	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330393	Netherlands/UT-RIVM-10353/2021	EPI_ISL_905049	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330394	Netherlands/UT-RIVM-10354/2021	EPI_ISL_905050	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330397	Netherlands/UT-RIVM-10357/2021	EPI_ISL_905053	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330405	Netherlands/UT-RIVM-10363/2021	EPI_ISL_905059	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330418	Netherlands/UT-RIVM-10383/2020	EPI_ISL_636581	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330419	Netherlands/UT-RIVM-10384/2020	EPI_ISL_636582	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330429	Netherlands/UT-RIVM-10400/2021	EPI_ISL_905318	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330434	Netherlands/UT-RIVM-10427/2021	EPI_ISL_905321	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330435	Netherlands/UT-RIVM-10428/2021	EPI_ISL_905322	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330437	Netherlands/UT-RIVM-10430/2021	EPI_ISL_905324	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330458	Netherlands/UT-RIVM-10495/2021	EPI_ISL_905340	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330469	Netherlands/UT-RIVM-10513/2021	EPI_ISL_905344	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330473	Netherlands/UT-RIVM-10532/2021	EPI_ISL_905346	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330478	Netherlands/UT-RIVM-10537/2021	EPI_ISL_905351	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330479	Netherlands/UT-RIVM-10647/2021	EPI_ISL_904892	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330482	Netherlands/UT-RIVM-10694/2021	EPI_ISL_904894	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330490	Netherlands/UT-RIVM-10903/2021	EPI_ISL_943126	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330491	Netherlands/UT-RIVM-10906/2021	EPI_ISL_943127	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330492	Netherlands/UT-RIVM-10907/2021	EPI_ISL_943134	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330493	Netherlands/UT-RIVM-10908/2021	EPI_ISL_943128	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330494	Netherlands/UT-RIVM-10909/2021	EPI_ISL_943129	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330495	Netherlands/UT-RIVM-10910/2021	EPI_ISL_943130	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330496	Netherlands/UT-RIVM-10911/2021	EPI_ISL_943135	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330497	Netherlands/UT-RIVM-10912/2021	EPI_ISL_943131	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330498	Netherlands/UT-RIVM-10913/2021	EPI_ISL_943132	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330499	Netherlands/UT-RIVM-10914/2021	EPI_ISL_943136	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330508	Netherlands/UT-RIVM-10952/2021	EPI_ISL_943167	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330511	Netherlands/UT-RIVM-11147/2021	EPI_ISL_943503	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330513	Netherlands/UT-RIVM-11149/2021	EPI_ISL_943505	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330514	Netherlands/UT-RIVM-11150/2021	EPI_ISL_943506	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330515	Netherlands/UT-RIVM-11151/2021	EPI_ISL_943507	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330524	Netherlands/UT-RIVM-11234/2021	EPI_ISL_943516	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330528	Netherlands/UT-RIVM-20012/2020	EPI_ISL_723211	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330542	Netherlands/UT-RIVM-20136/2020	EPI_ISL_723307	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330544	Netherlands/UT-RIVM-20138/2020	EPI_ISL_723309	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330555	Netherlands/UT-RIVM-20166/2020	EPI_ISL_723332	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330557	Netherlands/UT-RIVM-20175/2020	EPI_ISL_723336	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330560	Netherlands/UT-RIVM-20178/2020	EPI_ISL_723339	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330561	Netherlands/UT-RIVM-20180/2020	EPI_ISL_723155	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330564	Netherlands/UT-RIVM-20190/2020	EPI_ISL_723344	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330570	Netherlands/UT-RIVM-20358/2020	EPI_ISL_728578	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330575	Netherlands/UT-RIVM-20377/2020	EPI_ISL_728597	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330584	Netherlands/UT-RIVM-20393/2020	EPI_ISL_728613	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330600	Netherlands/UT-RIVM-20599/2020	EPI_ISL_790682	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330609	Netherlands/UT-RIVM-20778/2020	EPI_ISL_790919	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330624	Netherlands/UT-RIVM-20828/2020	EPI_ISL_790884	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330635	Netherlands/UT-RIVM-20869/2020	EPI_ISL_790837	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330637	Netherlands/UT-RIVM-20873/2020	EPI_ISL_790841	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330638	Netherlands/UT-RIVM-20874/2020	EPI_ISL_790842	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330642	Netherlands/UT-RIVM-20878/2020	EPI_ISL_790844	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330644	Netherlands/UT-RIVM-20897/2020	EPI_ISL_790933	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330648	Netherlands/UT-RIVM-20901/2020	EPI_ISL_790937	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330650	Netherlands/UT-RIVM-20904/2020	EPI_ISL_790939	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330653	Netherlands/UT-RIVM-20932/2020	EPI_ISL_790959	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330660	Netherlands/UT-RIVM-20941/2020	EPI_ISL_790967	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330676	Netherlands/UT-RIVM-20999/2020	EPI_ISL_791017	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330716	Netherlands/UT-RIVM-21156/2020	EPI_ISL_824072	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330719	Netherlands/UT-RIVM-21191/2020	EPI_ISL_824111	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330721	Netherlands/UT-RIVM-21193/2020	EPI_ISL_824113	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330726	Netherlands/UT-RIVM-21198/2020	EPI_ISL_824117	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330761	Netherlands/UT-RIVM-21422/2020	EPI_ISL_905486	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330765	Netherlands/UT-RIVM-21436/2020	EPI_ISL_905503	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330767	Netherlands/UT-RIVM-21438/2020	EPI_ISL_905505	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330773	Netherlands/UT-RIVM-21455/2020	EPI_ISL_905553	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330914	Netherlands/UT-RIVM-21652/2020	EPI_ISL_904896	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330915	Netherlands/UT-RIVM-21653/2020	EPI_ISL_904897	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330916	Netherlands/UT-RIVM-21654/2020	EPI_ISL_904898	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330917	Netherlands/UT-RIVM-21655/2020	EPI_ISL_904899	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
330918	Netherlands/UT-RIVM-21656/2020	EPI_ISL_904900	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331046	Netherlands/ZE-EMC-87/2020	EPI_ISL_763188	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331050	Netherlands/ZE-RIVM-10179/2021	EPI_ISL_905611	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331054	Netherlands/ZE-RIVM-10234/2021	EPI_ISL_905695	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331068	Netherlands/ZE-RIVM-10548/2021	EPI_ISL_904908	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331093	Netherlands/ZE-RIVM-10936/2021	EPI_ISL_943148	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331097	Netherlands/ZE-RIVM-10997/2021	EPI_ISL_943196	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331098	Netherlands/ZE-RIVM-11001/2021	EPI_ISL_943199	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331110	Netherlands/ZE-RIVM-11068/2021	EPI_ISL_943242	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331115	Netherlands/ZE-RIVM-11115/2021	EPI_ISL_943520	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331116	Netherlands/ZE-RIVM-11117/2021	EPI_ISL_943521	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331117	Netherlands/ZE-RIVM-11130/2021	EPI_ISL_943522	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331121	Netherlands/ZE-RIVM-11200/2021	EPI_ISL_943526	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331123	Netherlands/ZE-RIVM-11260/2021	EPI_ISL_943528	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331126	Netherlands/ZE-RIVM-20983/2020	EPI_ISL_791003	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331129	Netherlands/ZE-RIVM-21026/2020	EPI_ISL_791041	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331130	Netherlands/ZE-RIVM-21040/2020	EPI_ISL_791054	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331131	Netherlands/ZE-RIVM-21041/2020	EPI_ISL_791055	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331133	Netherlands/ZE-RIVM-21043/2020	EPI_ISL_791057	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331134	Netherlands/ZE-RIVM-21044/2020	EPI_ISL_791058	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331135	Netherlands/ZE-RIVM-21045/2020	EPI_ISL_791059	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
331151	Netherlands/ZH-EMC-1009/2020	EPI_ISL_722617	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331163	Netherlands/ZH-EMC-1021/2020	EPI_ISL_722618	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331167	Netherlands/ZH-EMC-1025/2020	EPI_ISL_722627	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331168	Netherlands/ZH-EMC-1026/2020	EPI_ISL_722658	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331174	Netherlands/ZH-EMC-1032/2020	EPI_ISL_722302	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331190	Netherlands/ZH-EMC-1048/2020	EPI_ISL_722673	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331211	Netherlands/ZH-EMC-1069/2020	EPI_ISL_722593	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331216	Netherlands/ZH-EMC-1074/2020	EPI_ISL_722505	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331217	Netherlands/ZH-EMC-1075/2020	EPI_ISL_722506	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331221	Netherlands/ZH-EMC-1079/2020	EPI_ISL_722589	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331227	Netherlands/ZH-EMC-1086/2020	EPI_ISL_722766	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331233	Netherlands/ZH-EMC-1092/2020	EPI_ISL_722772	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331241	Netherlands/ZH-EMC-1103/2020	EPI_ISL_722775	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331249	Netherlands/ZH-EMC-1111/2020	EPI_ISL_722783	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331290	Netherlands/ZH-EMC-1152/2020	EPI_ISL_763228	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331295	Netherlands/ZH-EMC-1158/2020	EPI_ISL_763233	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331298	Netherlands/ZH-EMC-1161/2020	EPI_ISL_763236	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331316	Netherlands/ZH-EMC-1179/2020	EPI_ISL_763254	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331342	Netherlands/ZH-EMC-1205/2020	EPI_ISL_763278	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331440	Netherlands/ZH-EMC-1305/2020	EPI_ISL_801412	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331521	Netherlands/ZH-EMC-1393/2021	EPI_ISL_904558	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331544	Netherlands/ZH-EMC-1416/2021	EPI_ISL_904538	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331553	Netherlands/ZH-EMC-1425/2021	EPI_ISL_904530	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331585	Netherlands/ZH-EMC-1457/2021	EPI_ISL_904605	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331594	Netherlands/ZH-EMC-1466/2021	EPI_ISL_904173	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331898	Netherlands/ZH-EMC-501/2020	EPI_ISL_577930	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331909	Netherlands/ZH-EMC-512/2020	EPI_ISL_577941	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331988	Netherlands/ZH-EMC-592/2020	EPI_ISL_578020	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
331993	Netherlands/ZH-EMC-597/2020	EPI_ISL_578025	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332004	Netherlands/ZH-EMC-608/2020	EPI_ISL_578036	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332007	Netherlands/ZH-EMC-611/2020	EPI_ISL_578039	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332008	Netherlands/ZH-EMC-612/2020	EPI_ISL_578040	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332043	Netherlands/ZH-EMC-647/2020	EPI_ISL_578075	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332044	Netherlands/ZH-EMC-648/2020	EPI_ISL_578076	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332046	Netherlands/ZH-EMC-650/2020	EPI_ISL_578078	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332063	Netherlands/ZH-EMC-670/2020	EPI_ISL_632512	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332064	Netherlands/ZH-EMC-671/2020	EPI_ISL_632513	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332065	Netherlands/ZH-EMC-672/2020	EPI_ISL_632368	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332066	Netherlands/ZH-EMC-673/2020	EPI_ISL_632514	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332067	Netherlands/ZH-EMC-674/2020	EPI_ISL_632515	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332068	Netherlands/ZH-EMC-675/2020	EPI_ISL_632375	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332069	Netherlands/ZH-EMC-676/2020	EPI_ISL_632516	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332070	Netherlands/ZH-EMC-677/2020	EPI_ISL_632517	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332072	Netherlands/ZH-EMC-679/2020	EPI_ISL_632519	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332073	Netherlands/ZH-EMC-680/2020	EPI_ISL_632414	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332075	Netherlands/ZH-EMC-682/2020	EPI_ISL_632345	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332076	Netherlands/ZH-EMC-683/2020	EPI_ISL_632539	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332077	Netherlands/ZH-EMC-684/2020	EPI_ISL_632333	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332088	Netherlands/ZH-EMC-696/2020	EPI_ISL_632548	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332105	Netherlands/ZH-EMC-713/2020	EPI_ISL_632560	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332113	Netherlands/ZH-EMC-721/2020	EPI_ISL_632568	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332122	Netherlands/ZH-EMC-730/2020	EPI_ISL_632573	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332133	Netherlands/ZH-EMC-741/2020	EPI_ISL_632377	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332158	Netherlands/ZH-EMC-767/2020	EPI_ISL_632603	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332188	Netherlands/ZH-EMC-798/2020	EPI_ISL_632677	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332199	Netherlands/ZH-EMC-809/2020	EPI_ISL_632688	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332206	Netherlands/ZH-EMC-816/2020	EPI_ISL_632383	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332217	Netherlands/ZH-EMC-827/2020	EPI_ISL_632699	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332220	Netherlands/ZH-EMC-830/2020	EPI_ISL_632403	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332226	Netherlands/ZH-EMC-836/2020	EPI_ISL_632447	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332228	Netherlands/ZH-EMC-838/2020	EPI_ISL_632344	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332233	Netherlands/ZH-EMC-843/2020	EPI_ISL_632707	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
